stock,horizon,target_threshold,best_threshold,test_positive_rate,signal_rate,precision,recall,f1,balanced_accuracy,accuracy,proba_mean,proba_std,proba_min,proba_max,n_test,n_signals,error
GOOGL,30,0.07,0.44999999999999996,0.325,0.0,0.0,0.0,0.0,0.5,0.675,0.2593139344455029,0.10279257196668909,0.057353619525693705,0.52048650385607,200,0,
GOOGL,45,0.02,0.6499999999999999,0.44,0.08,0.125,0.022727272727272728,0.038461538461538464,0.44886363636363635,0.5,0.6759567554730657,0.20005152634053358,0.2758855718858129,0.9671467174234154,200,16,
GOOGL,45,0.03,0.7,0.43,0.04,0.0,0.0,0.0,0.4649122807017544,0.53,0.6318377248528215,0.19739070918615334,0.2141126768334155,0.9421937824439806,200,8,
GOOGL,45,0.05,0.5499999999999999,0.36,0.01,0.0,0.0,0.0,0.4921875,0.63,0.3963583001516552,0.19290001558996114,0.10854908504566244,0.8423483528606771,200,2,
GOOGL,45,0.07,0.39999999999999997,0.33,0.0,0.0,0.0,0.0,0.5,0.67,0.28316418462148246,0.12806478180385164,0.06740187671533038,0.6460651825158172,200,0,
GOOGL,60,0.02,0.44999999999999996,0.375,0.225,0.2,0.12,0.15,0.416,0.49,0.6290690405585013,0.254767529193595,0.20209225516492144,0.9725754680264498,200,45,
GOOGL,60,0.03,0.39999999999999997,0.35,0.175,0.37142857142857144,0.18571428571428572,0.24761904761904763,0.5082417582417582,0.605,0.538395300934869,0.2784619915565306,0.12127327123267413,0.9903794648842644,200,35,
GOOGL,60,0.05,0.3,0.335,0.115,0.43478260869565216,0.14925373134328357,0.2222222222222222,0.5257546852205139,0.65,0.43000220603012634,0.2541011795830074,0.06291653722860308,0.9846231954062669,200,23,
GOOGL,60,0.07,0.35,0.3,0.04,0.125,0.016666666666666666,0.029411764705882353,0.48333333333333334,0.67,0.3853266948701402,0.24326112533371655,0.08529336110974108,0.959293182700295,200,8,
TSLA,10,0.02,0.49999999999999994,0.535,0.01,0.5,0.009345794392523364,0.01834862385321101,0.4992965531102402,0.465,0.4295981590749332,0.12630733687762255,0.12633556578468222,0.722064338420516,200,2,
TSLA,10,0.03,0.39999999999999997,0.49,0.005,0.0,0.0,0.0,0.4950980392156863,0.505,0.378651918042479,0.12914431271035393,0.1079829335040776,0.722222540427766,200,1,
TSLA,10,0.05,0.3,0.44,0.005,0.0,0.0,0.0,0.4955357142857143,0.555,0.3264714704942985,0.14037639745749045,0.08686840923367761,0.6290939771435217,200,1,
TSLA,10,0.07,0.3,0.4,0.0,0.0,0.0,0.0,0.5,0.6,0.28791457036417534,0.13361739429122058,0.09810113356905183,0.6399520377986649,200,0,
TSLA,20,0.02,0.49999999999999994,0.6,0.005,1.0,0.008333333333333333,0.01652892561983471,0.5041666666666667,0.405,0.39650319366503595,0.12627772376566623,0.12338409686752842,0.7052447907981776,200,1,
TSLA,20,0.03,0.39999999999999997,0.575,0.005,1.0,0.008695652173913044,0.017241379310344827,0.5043478260869565,0.43,0.39673879587339456,0.1402785577897491,0.1275741064870763,0.7775605299869676,200,1,
TSLA,20,0.05,0.35,0.515,0.0,0.0,0.0,0.0,0.5,0.485,0.3696700135795774,0.14049607767213967,0.07986614907594919,0.7512998966517159,200,0,
TSLA,20,0.07,0.3,0.455,0.0,0.0,0.0,0.0,0.5,0.545,0.3203531466408803,0.13045403476627968,0.07020044131906837,0.7207201426154322,200,0,
