stock,horizon,target_threshold,best_threshold,test_positive_rate,signal_rate,precision,recall,f1,balanced_accuracy,accuracy,proba_mean,proba_std,proba_min,proba_max,n_test,n_signals,error
AMD,60,0.07,0.8500000000000001,0.09,0.25,0.0,0.0,0.0,0.3626373626373626,0.66,0.35431832,0.34277502,0.0034214372,0.99550265,200,50,
QQQ,10,0.02,0.15000000000000002,0.4,0.25,0.56,0.35,0.4307692307692308,0.5833333333333333,0.63,0.56984335,0.26767993,0.02159672,0.96276367,200,50,
QQQ,10,0.03,0.1,0.3,0.25,0.4,0.3333333333333333,0.36363636363636365,0.5595238095238095,0.65,0.47078758,0.2623147,0.015165827,0.9396659,200,50,
QQQ,10,0.05,0.8,0.105,0.25,0.08,0.19047619047619047,0.11267605633802817,0.4667464751263634,0.685,0.25097808,0.23524646,0.0032961972,0.95958644,200,50,
QQQ,10,0.07,0.05,0.03,0.25,0.02,0.16666666666666666,0.03571428571428571,0.4570446735395189,0.73,0.033846907,0.055394355,0.0012243837,0.34551972,200,50,
QQQ,20,0.02,0.05,0.525,0.25,0.5,0.23809523809523808,0.3225806451612903,0.48746867167919794,0.475,0.50337076,0.27943704,0.030987324,0.95298946,200,50,
QQQ,20,0.03,0.1,0.43,0.25,0.5,0.29069767441860467,0.36764705882352944,0.5356997144022848,0.57,0.48118263,0.28462693,0.02315031,0.9289166,200,50,
QQQ,20,0.05,0.8,0.235,0.25,0.28,0.2978723404255319,0.28865979381443296,0.5312891113892365,0.655,0.4471994,0.26964465,0.03146814,0.9406857,200,50,
QQQ,20,0.07,0.45,0.075,0.25,0.06,0.2,0.09230769230769231,0.472972972972973,0.705,0.26865464,0.28868932,0.0012020213,0.9652774,200,50,
QQQ,30,0.02,0.05,0.545,0.25,0.5,0.22935779816513763,0.31446540880503143,0.47731626171993147,0.455,0.56303567,0.30075976,0.05760349,0.9816359,200,50,
QQQ,30,0.03,0.05,0.47,0.25,0.38,0.20212765957446807,0.2638888888888889,0.4548374146928944,0.47,0.594439,0.27310383,0.026544284,0.978268,200,50,
QQQ,30,0.05,0.55,0.34,0.25,0.28,0.20588235294117646,0.23728813559322035,0.46657754010695185,0.55,0.5481493,0.29586357,0.011526927,0.9780602,200,50,
QQQ,30,0.07,0.6000000000000001,0.2,0.25,0.14,0.175,0.15555555555555556,0.453125,0.62,0.381828,0.28739816,0.006626774,0.94639575,200,50,
QQQ,45,0.02,0.7000000000000001,0.545,0.25,0.3,0.13761467889908258,0.18867924528301888,0.376499647141849,0.355,0.74304533,0.23707068,0.10359629,0.9930855,200,50,
QQQ,45,0.03,0.6000000000000001,0.485,0.25,0.26,0.13402061855670103,0.17687074829931973,0.38739865879291363,0.395,0.7019075,0.22770517,0.16284071,0.98430806,200,50,
QQQ,45,0.05,0.35000000000000003,0.38,0.25,0.5,0.32894736842105265,0.3968253968253968,0.5636672325976231,0.62,0.6210264,0.25054047,0.02612258,0.97858894,200,50,
QQQ,45,0.07,0.15000000000000002,0.245,0.25,0.28,0.2857142857142857,0.2828282828282828,0.5236518448438978,0.645,0.5061006,0.2845075,0.009823866,0.96439826,200,50,
QQQ,60,0.02,0.35000000000000003,0.525,0.25,0.34,0.1619047619047619,0.21935483870967742,0.40726817042606517,0.395,0.636831,0.24238439,0.15460517,0.9908212,200,50,
QQQ,60,0.03,0.05,0.495,0.25,0.36,0.18181818181818182,0.24161073825503357,0.4324932493249325,0.435,0.70220685,0.22070977,0.097354144,0.9531821,200,50,
QQQ,60,0.05,0.05,0.44,0.25,0.06,0.03409090909090909,0.043478260869565216,0.307224025974026,0.34,0.69258773,0.29138067,0.05929616,0.99415416,200,50,
QQQ,60,0.07,0.05,0.34,0.25,0.06,0.04411764705882353,0.05084745762711865,0.3440285204991087,0.44,0.6053013,0.29555,0.027856605,0.9574207,200,50,
SPY,10,0.02,0.1,0.3,0.25,0.3,0.25,0.2727272727272727,0.5,0.6,0.2012176,0.21749994,0.0033575546,0.89775324,200,50,
SPY,10,0.03,0.6000000000000001,0.15,0.25,0.18,0.3,0.225,0.5294117647058824,0.69,0.115861766,0.15154418,0.0022945984,0.8205585,200,50,
SPY,10,0.05,0.05,0.035,0.25,0.02,0.14285714285714285,0.03508771929824561,0.44448556624722424,0.725,0.008969063,0.034687832,0.00025971973,0.3037613,200,50,
SPY,10,0.07,0.05,0.01,0.25,0.0,0.0,0.0,0.37373737373737376,0.74,0.000812129,0.00037651203,0.0003348875,0.0029029038,200,50,
SPY,20,0.02,0.05,0.49,0.25,0.4,0.20408163265306123,0.2702702702702703,0.4549819927971189,0.46,0.2560932,0.25733215,0.007390897,0.95225775,200,50,
SPY,20,0.03,0.05,0.31,0.25,0.3,0.24193548387096775,0.26785714285714285,0.4941561477325853,0.59,0.1984262,0.23347314,0.004020154,0.85917485,200,50,
SPY,20,0.05,0.15000000000000002,0.07,0.25,0.14,0.5,0.21875,0.6344086021505376,0.75,0.09793159,0.19024186,0.00069031183,0.7466452,200,50,
SPY,20,0.07,0.1,0.0,0.25,0.0,0.0,0.0,0.75,0.75,0.008331722,0.032579627,0.00060676644,0.3867194,200,50,
SPY,30,0.02,0.05,0.53,0.25,0.58,0.27358490566037735,0.3717948717948718,0.5250903251706142,0.51,0.26160896,0.18307786,0.02382465,0.8231309,200,50,
SPY,30,0.03,0.05,0.455,0.25,0.56,0.3076923076923077,0.3971631205673759,0.5529287226534934,0.575,0.11987213,0.16420051,0.0048975446,0.8139148,200,50,
SPY,30,0.05,0.05,0.205,0.25,0.12,0.14634146341463414,0.13186813186813187,0.4348059518331032,0.605,0.09364489,0.1276432,0.002141227,0.6880192,200,50,
SPY,30,0.07,0.05,0.06,0.25,0.12,0.5,0.1935483870967742,0.6329787234042553,0.75,0.016260244,0.042051576,0.00041546108,0.39011955,200,50,
SPY,45,0.02,0.05,0.58,0.25,0.54,0.23275862068965517,0.3253012048192771,0.47947454844006565,0.44,0.50404125,0.23855868,0.076869965,0.9625862,200,50,
SPY,45,0.03,0.05,0.49,0.25,0.42,0.21428571428571427,0.28378378378378377,0.4649859943977591,0.47,0.6555445,0.20150414,0.12461587,0.9472273,200,50,
SPY,45,0.05,0.3,0.285,0.25,0.32,0.2807017543859649,0.29906542056074764,0.5214697583118635,0.625,0.18385608,0.20175703,0.009549066,0.78697366,200,50,
SPY,45,0.07,0.05,0.175,0.25,0.2,0.2857142857142857,0.23529411764705882,0.5216450216450217,0.675,0.10330885,0.15812008,0.0019149138,0.87112874,200,50,
SPY,60,0.02,0.05,0.645,0.25,0.54,0.20930232558139536,0.3016759776536313,0.4426793318047822,0.375,0.401924,0.24311462,0.027282137,0.9834552,200,50,
SPY,60,0.03,0.05,0.57,0.25,0.56,0.24561403508771928,0.34146341463414637,0.4949000407996736,0.46,0.48194426,0.2470586,0.06361449,0.9862386,200,50,
SPY,60,0.05,0.45,0.41,0.25,0.46,0.2804878048780488,0.3484848484848485,0.5258371227780074,0.57,0.21872672,0.20098457,0.0115956515,0.89062417,200,50,
SPY,60,0.07,0.35000000000000003,0.215,0.25,0.08,0.09302325581395349,0.08602150537634409,0.40001481262035254,0.575,0.12700062,0.21083824,0.0018330798,0.915967,200,50,
