stock,model,horizon,threshold,n_samples,target_rate,accuracy,balanced_accuracy,note
MSFT,xgb,20,0.03,1270,0.2700787401574803,0.43700787401574803,0.33895698521021517,
AAPL,xgb,60,0.07,1230,0.36910569105691055,0.4634146341463415,0.3380577427821523,
AAPL,knn,45,0.07,1245,0.3469879518072289,0.4578313253012048,0.33636039886039887,
MSFT,logreg,20,0.05,1270,0.1984251968503937,0.3543307086614173,0.3360722256035707,
AAPL,knn,60,0.03,1230,0.36829268292682926,0.5691056910569106,0.335406974647481,
MSFT,rf,45,0.03,1245,0.41606425702811245,0.6265060240963856,0.33470960638590697,
MSFT,knn,45,0.03,1245,0.41606425702811245,0.6546184738955824,0.33356926585663166,
AAPL,knn,60,0.05,1230,0.359349593495935,0.4959349593495935,0.3334807933348079,
MSFT,rf,60,0.03,1230,0.44471544715447153,0.6910569105691057,0.3333333333333333,
MSFT,rf,60,0.05,1230,0.432520325203252,0.6504065040650406,0.3333333333333333,
AAPL,xgb,90,0.07,1200,0.51,0.55,0.3333333333333333,
AAPL,xgb,90,0.05,1200,0.5183333333333333,0.6166666666666667,0.3333333333333333,
MSFT,knn,60,0.03,1230,0.44471544715447153,0.6910569105691057,0.3333333333333333,
AAPL,xgb,90,0.03,1200,0.5358333333333334,0.65,0.3333333333333333,
AAPL,rf,90,0.07,1200,0.51,0.55,0.3333333333333333,
AAPL,rf,90,0.03,1200,0.5358333333333334,0.65,0.3333333333333333,
AAPL,rf,90,0.05,1200,0.5183333333333333,0.6166666666666667,0.3333333333333333,
AAPL,rf,45,0.05,1245,0.3582329317269076,0.46184738955823296,0.3331034482758621,
AAPL,knn,45,0.05,1245,0.3582329317269076,0.43373493975903615,0.33164750957854405,
MSFT,rf,60,0.07,1230,0.38943089430894307,0.5934959349593496,0.3310657596371882,
MSFT,xgb,60,0.05,1230,0.432520325203252,0.6422764227642277,0.32916666666666666,
AAPL,knn,90,0.05,1200,0.5183333333333333,0.6083333333333333,0.32882882882882886,
AAPL,rf,45,0.07,1245,0.3469879518072289,0.46586345381526106,0.3272792022792023,
AAPL,xgb,45,0.03,1245,0.3397590361445783,0.4457831325301205,0.3261068978436971,
MSFT,xgb,90,0.07,1200,0.49833333333333335,0.7083333333333334,0.325407787424362,
AAPL,knn,90,0.07,1200,0.51,0.5333333333333333,0.3241434968239092,
MSFT,rf,90,0.03,1200,0.5383333333333333,0.8166666666666667,0.3234323432343234,
MSFT,knn,20,0.07,1270,0.14251968503937007,0.5275590551181102,0.32282719836400814,
AAPL,xgb,45,0.07,1245,0.3469879518072289,0.42570281124497994,0.32175925925925924,
MSFT,rf,90,0.07,1200,0.49833333333333335,0.7083333333333334,0.32129702709813207,
MSFT,knn,90,0.03,1200,0.5383333333333333,0.8083333333333333,0.3201320132013201,
MSFT,xgb,90,0.03,1200,0.5383333333333333,0.8083333333333333,0.3201320132013201,
MSFT,xgb,60,0.07,1230,0.38943089430894307,0.5691056910569106,0.3200173686495875,
MSFT,rf,45,0.05,1245,0.37670682730923694,0.5381526104417671,0.3175646435140106,
MSFT,knn,60,0.05,1230,0.432520325203252,0.6178861788617886,0.31666666666666665,
MSFT,xgb,90,0.05,1200,0.5208333333333334,0.7625,0.31443298969072164,
AAPL,knn,60,0.1,1230,0.34308943089430893,0.45121951219512196,0.3125644530781591,
MSFT,knn,60,0.07,1230,0.38943089430894307,0.5528455284552846,0.312225599459642,
AAPL,knn,90,0.1,1200,0.4625,0.4083333333333333,0.3120059764796607,
AAPL,xgb,60,0.1,1230,0.34308943089430893,0.44715447154471544,0.31129337842050986,
MSFT,logreg,90,0.05,1200,0.5208333333333334,0.6791666666666667,0.31116020291278024,
AAPL,rf,90,0.1,1200,0.4625,0.4041666666666667,0.3108974358974359,
MSFT,rf,90,0.05,1200,0.5208333333333334,0.7458333333333333,0.3075601374570447,
MSFT,logreg,90,0.03,1200,0.5383333333333333,0.7458333333333333,0.30484048404840486,
AAPL,xgb,45,0.05,1245,0.3582329317269076,0.3895582329317269,0.3036781609195402,
AAPL,xgb,45,0.1,1245,0.3100401606425703,0.4578313253012048,0.30327908204906623,
MSFT,rf,45,0.07,1245,0.334136546184739,0.46586345381526106,0.301013672795851,
AAPL,rf,60,0.1,1230,0.34308943089430893,0.43089430894308944,0.30021344461232224,
MSFT,knn,20,0.1,1270,0.07559055118110236,0.6811023622047244,0.29872865417889116,
MSFT,knn,45,0.05,1245,0.37670682730923694,0.5020080321285141,0.2900032456994482,
MSFT,knn,45,0.1,1245,0.26907630522088355,0.42570281124497994,0.28961784993457096,
MSFT,logreg,20,0.03,1270,0.2700787401574803,0.3661417322834646,0.2824797367433026,
MSFT,knn,45,0.07,1245,0.334136546184739,0.43373493975903615,0.27828854314002827,
MSFT,logreg,60,0.1,1230,0.3357723577235772,,,skip (classes manquantes dans y_test)
MSFT,logreg,90,0.1,1200,0.43916666666666665,,,skip (classes manquantes dans y_train)
MSFT,knn,60,0.1,1230,0.3357723577235772,,,skip (classes manquantes dans y_test)
MSFT,knn,90,0.1,1200,0.43916666666666665,,,skip (classes manquantes dans y_train)
MSFT,rf,60,0.1,1230,0.3357723577235772,,,skip (classes manquantes dans y_test)
MSFT,rf,90,0.1,1200,0.43916666666666665,,,skip (classes manquantes dans y_train)
MSFT,xgb,60,0.1,1230,0.3357723577235772,,,skip (classes manquantes dans y_test)
MSFT,xgb,90,0.1,1200,0.43916666666666665,,,skip (classes manquantes dans y_train)
